month,ranking,title,artist,like,lyric,genre,date,rating,vote_count
2,16,내 손을 잡아,아이유,"159,143",느낌이 오잖아  떨리고 있잖아  언제까지 눈치만 볼 거니  네 맘을 말해봐  딴청 피우지 말란 말이야  네 맘 가는 그대로  지금 내 손을 잡아  어서 내 손을 잡아  우연히 고개를 돌릴 때 마다  눈이 마주치는 건  며칠 밤 내내 꿈속에 나타나  밤새 나를 괴롭히는 건  그 많은 빈자리 중에서 하필  내 옆자릴 고르는 건  나도 모르게 어느새 실없는 웃음  흘리고 있다는 건  그럼 말 다했지 뭐  우리 얘기 좀 할까  느낌이 오잖아 떨리고 있잖아  언제까지 눈치만 볼 거니  네 맘을 말해봐  딴청 피우지 말란 말이야  네 맘 가는 그대로  지금 내 손을 잡아  핸드폰 진동에  심장이 덜컥내려 앉는다는 건  오 나도 모르게  어느새 짓궂은 네 말투  자꾸 듣고 싶은걸  어떡해  저기 멀리 걸어온다  눈이 마주친다  언제까지 넌 모른척 할거니  사랑이 온거야 너와 나 말이야  네가 좋아 정말 못 견딜 만큼  그거면 된거야  더는 생각하지 말란 말이야  네 맘 가는 그대로  느낌이 오잖아 떨리고 있잖아  언제까지 눈치만 볼 거니  네 맘을 말해봐  딴청 피우지 말란 말이야  네 맘 가는 그대로  지금 내 손을 잡아  그냥 내 손을 잡아  지금 내 손을 잡아   ,"발라드, 국내드라마",2011.05.25,4.6,7714
2,17,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI),"107,177",See I just wanna share the vibe with ya 우리가 10년 뒤에도 음악을 하고 있다면 과연 없어질까 너와 내 Problems 난 모두가 잘 되길 빌어 이 말이 거짓말 같다 해도 확실한 건 더 이상 상처를 주기 싫어 For real Cuz nobody's perfect I know it 이제 와서 보니 세상이 우릴 만들었다는 생각이 들어 물론 I hurt you bad 얻은 것보다도 잃은 게 많은 것 같아 사실 너도 알잖아 that we can't go back 당장엔 바꿀 수 없다는 것도 알아 시간이 모든 것을 해결해 주지는 않아 그래도 말이야 더는 걱정하지 말아 모든 게 지나면 웃으면서 보자 Meet me in Montauk Good night 내일이 오면 사라져 버릴 것들에게 더 이상은 정을 주지 말자 내일이 오면 아무 일 없던 것처럼 다 사라질 거야 너무 걱정 말자 여기 지하 방은 너무 어두워 For every night there's a brighter day It'll be ok 여기 바퀴벌레 좀 잡아줘 For every night there's a brighter day It'll be ok 살려줘 여기 사람 살아요 추운 겨울이 지나야 봄이 오겠지 그때 난 손목으로 시계를 보겠지 난 시계를 보겠지 우리 다시 만나기를 원했듯이 이 또한 지나가지 내 열두시가 And I just wanna share the vibe with ya 친구는 떠나고 나 혼자 남아 I don't wanna be alone but 다들 살아 남기도 바빠 닮아 가지 모두가 like Boi you better pay me proper 그래 나도 알아 영원한 건 없잖아 당연하다고 믿어왔지만 생각보다도 외로웠지 이걸 어른이라고 부른다지만 절대로 익숙해질 리 없지 너와도 연락이 뜸해졌지 서로 가는 길이 멀어져 I’ve been on the low 가끔은 아무라도 괜찮으니 내게 걸어줬으면 하지 안부 전화라도 시간을 돌린다면 후회할 순간이 많아 내 생각과 달라진 하루하루가 숨 막히지만 어제가 오늘이 될 순 없으니까 내일이 온다면 예전과는 달라지길 언젠가 너와 만나서 옛날 얘기하듯이 쉽게 꺼냈으면 해 난 말했으면 해 오늘이 무사히 지나가기를 나는 기도해 형들이 안 싸우기를 내가 너무 동경했던 그 자리에는 가시방석이 날 맞이했어 나는 앉는 법을 배워 어른이 되는 과정 얘랑 친하면 걔랑은 절대 친할 수 없다고 난 내일 아침처럼 아무 생각이 없다 두 팔을 크게 벌려 기지개를 켰다 정신을 차려보니 아무도 없었던 나의 어제는 빠르게 지나 내일이 됐으면 해 뜨고 해지고 해지는 나의 신발 난 가진 것이 없이 여기 왔고 많이 해쳐먹어도 내 친구들은 아직 아파 해 뜨고 해지고 해지는 나의 신발 난 그만하고 나가고 싶어 여기 지하방은 너무 어두워 내일이 오면 사라져 버릴 것들에게 더 이상은 정을 주지 말자 내일이 오면 아무 일 없던 것처럼 다 사라질 거야 너무 걱정 말자 여기 지하 방은 너무 어두워 For every night there's a brighter day It'll be ok 여기 바퀴벌레 좀 잡아줘 For every night there's a brighter day It'll be ok 살려줘 여기 사람 살아요 Tomorrow Tomorrow 눈을 감고 노랠 부르면 몰랐던 답들이 내게 다가와 손을 건네고 보지 못했던 감동을 너는 보게 될 거야 It’s alright,랩/힙합,2020.12.05,4.5,10807
2,18,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),"106,584",어떤 말로 표현해야 그대 알 수 있을까요 어떤 맘을 담아내야만 그대에게 전해질까 하루 종일 눈에 아른거려서 똑같은 매일을 보내고 있다고 나의 맘이 부담이 돼 그대가 달아날까 봐 함께 있는 지금만으로도 충분하다 생각했지만 점점 커지는 그댈 향한 마음에 이젠 말을 하고 싶죠 그댈 사랑하고 있어요 꽤 오래전부터 그대를 처음 본 후 지금까지 내 마음이 한순간 네게 움찔했죠 그때부터 나의 세상은 달라졌죠 그댄 아마 모르겠죠 나의 이런 마음들을 요동치는 소리까지도 꼭 숨겼으니까 난 아직도 많이 겁이 나지만 이제는 용기 내볼게요 그댈 사랑하고 있어요 꽤 오래전부터 그대를 처음 본 후 지금까지 내 마음이 한순간 네게 움찔했죠 그때부터 나의 세상은 달라졌죠 곁에 있는 지금도 행복해 여태껏 아껴뒀던 말 그댈 사랑하고 있어요 꽤 오래전부터 혹시 그대도 나와 같길 기도하며 내 마음이 한순간 네게 움찔했죠 그때부터 나의 세상은 달라졌죠,발라드,2020.08.23,4.2,3647
2,19,밝게 빛나는 별이 되어 비춰줄게,송이한,"84,136",우리의 모든 순간이 애틋해 눈물 날 때면 언제나 네게 닿을 수 있게 가까이서 머물게 유난히 더 힘든 날엔 더 이상 외롭지 않게 안아줄게 영원히 내 품에 너를 간직할게 세상이 널 외면해도 모두가 저버린대도 항상 곁에서 변함없이 늘 있어줄게 밝게 빛나는 별이 되어 너를 비춰줄게 매일 어두워 헤맬 때도 앞이 두려워도 언제나 널 지켜줄게 세상이 널 아프게 할 땐 내가 안아줄게 매일 포근한 바람으로 따듯한 햇살로 난 널 지켜줄게 매일 너의 모든 시간 속에 내가 함께할게 오직 너를 위한 소중한 꿈을 담아 밝게 빛나는 별이 되어 너를 비춰줄게 매일 어두워 헤맬 때도 앞이 두려워도 언제나 널 지켜줄게 세상이 널 아프게 할 땐 내가 안아줄게 매일 포근한 바람으로 따듯한 햇살로 난 널 지켜줄게 네가 걸어가는 그 길 따라 수많은 별이 되어 비춰줄게 눈부시게 또 아름답게 너를 비춰줄게 매일 세월이 흐른대도 시간이 지나도 언제나 널 사랑할게 영원히 너만을 빛나게 내가 비춰줄게 매일 길고 긴 시간 속에서 찾아올 끝에도 너를 사랑할게 매일,R&B/Soul,2020.12.29,1.4,6973
2,20,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,"289,686",흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야 스쳐지나간건가 뒤돌아보지만 그냥 사람들만 보이는거야 다와가는 집근처에서 괜히 핸드폰만 만지는거야 한번 연락해 볼까 용기내 보지만 그냥 내 마음만 아쉬운 거야 걷다가 보면 항상 이렇게 너를 바라만 보던 너를 기다린다고 말할까 지금 집앞에 계속 이렇게 너를 아쉬워 하다 너를 연락했다 할까 지나치는 꽃들 속에서 네 샴푸향만 보이는거야 스쳐지나간건가 뒤 돌아보지만 그냥 내 마음만 바빠진거야 걷다가 보면 항상 이렇게 너를 바라만 보던 너를 기다린다고 말할까 지금 집앞에 계속 이렇게 너를 아쉬워 하다 너를 연락했다 할까 어떤 계절이 너를 우연히라도 너를 마주치게 할까 난 이대로 아쉬워하다 너를 바라만 보던 너를 기다리면서 아무말 못하고 그리워만 할까 걷다가 보면 항상 이렇게 너를 바라만 보던 너를 생각한다고 말할까 지금 집앞에 기다리고 때론 지나치고 다시 기다리는 꽃이 피는 거리에 보고파라 이밤에 걷다가 보면 항상 이렇게 너를 아쉬워 하다 너를 기다린다고 말할까 지금 집앞에 계속 이렇게 너를 아쉬워 하다 너를 연락했다 할까,"록/메탈, 국내드라마",2019.08.23,4.0,12229
2,21,고백 (바른연애 길잡이 X 허각),허각,"37,488",사실은 고민했었어 네가 떠날까 봐 내 맘은 불안했었어 내 나름대로 나 많이 생각했어 네가 날 외면할까 봐 내게 부담 가질까 봐 난 두려웠었나 봐 Don't say goodbye 난 네게 부족하지만 참 많이 부족하지만 세상을 다 뒤져도 나 같은 남자 없다는 걸 아니 조금은 어색하지만 많이 부족하겠지만 시간이 흐른 뒤엔 날 바라보면서 웃을 거야 이런 말 하기까지가 참 오래 걸렸어 참기 힘들었어 이런 내 맘을 보여주면 너의 표정이 어떻게 변할지 난 궁금해 이렇게 두려워하는 이런 내 바보 같은 모습을 난 네게 부족하지만 참 많이 부족하지만 세상을 다 뒤져도 나 같은 남자 없다는 걸 아니 조금은 어색하지만 많이 부족하겠지만 시간이 흐른 뒤엔 날 바라보면서 웃을 거야 세월이 흘러가도 난 변하지 않겠다고 너의 작은 실수라도 따뜻하게 안아주겠다고 이런 말 하는 남자들도 많이 봤겠지만 눈을 뜨면 볼 수 있는 눈 감아도 느낄 수 있는 내 사랑을 난 네게 부족하지만 참 많이 부족하지만 세상을 다 뒤져도 나 같은 남자 없다는 걸 아니 조금은 어색하지만 많이 부족하겠지만 시간이 흐른 뒤엔 날 바라보면서 웃을 거야 You`re My Angel My Soul 나와 결혼해 줘요,발라드,2021.02.04,3.8,1250
2,22,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악동뮤지션),"353,296",일부러 몇 발자국 물러나 내가 없이 혼자 걷는 널 바라본다 옆자리 허전한 너의 풍경 흑백 거리 가운데 넌 뒤돌아본다 그때 알게 되었어 난 널 떠날 수 없단 걸 우리 사이에 그 어떤 힘든 일도 이별보단 버틸 수 있는 것들이었죠 어떻게 이별까지 사랑하겠어 널 사랑하는 거지 사랑이라는 이유로 서로를 포기하고 찢어질 것같이 아파할 수 없어 난 두세 번 더 길을 돌아갈까 적막 짙은 도로 위에 걸음을 포갠다 아무 말 없는 대화 나누며 주마등이 길을 비춘 먼 곳을 본다 그때 알게 되었어 난 더 갈 수 없단 걸 한 발 한 발 이별에 가까워질수록 너와 맞잡은 손이 사라지는 것 같죠 어떻게 이별까지 사랑하겠어 널 사랑하는 거지 사랑이라는 이유로 서로를 포기하고 찢어질 것같이 아파할 수 없어 난 어떻게 내가 어떻게 너를 이후에 우리 바다처럼 깊은 사랑이 다 마를 때까지 기다리는 게 이별일 텐데 어떻게 내가 어떻게 너를 이후에 우리 바다처럼 깊은 사랑이 다 마를 때까지 기다리는 게 이별일 텐데,발라드,2019.09.25,4.7,28013
2,23,화(火花),(여자)아이들,"71,690",차디찬 한겨울이 덮친 듯 시간은 다 얼어버리고 잔인한 그 바람이 남긴 듯한 어둠은 더 깊어 버리고 벗어나리오 끝없이 펼쳐진 기약 없는 계절을 지워내리오 뜨겁지 못한 날들에 홀로 데인 흉터를 큰불을 내리오 이 내 안에 눈물이 더는 못 살게 난 화를 내리오 더 화를 내리오 잃었던 봄을 되찾게 차갑게 부는 바람이 눈이 하얗게 덮인 마음이 아침이 오면 부디 모두 녹을 수 있게 불을 지펴라 화 火 타올라 타올라 화 火 꽃피우리라 화 火 타올라 타올라 화 火 꽃피우리라 내 너의 흔적 남지 않게 하리 못다 한 원망도 훨훨 타리 쓸쓸한 추위를 거둬 가길 남겨진 시들은 꽃길을 즈려 밟지 한을 풀리라 다시금 봄을 누리라 추억은 모조리 불이 나 거름이 돼 찬란한 꽃을 피우리라 난 화를 내리오 더 화를 내리오 잃었던 봄을 되찾게 차갑게 부는 바람이 눈이 하얗게 덮인 마음이 아침이 오면 부디 모두 녹을 수 있게 불을 지펴라 화 火 타올라 타올라 화 火 꽃피우리라 화 火 타올라 타올라 화 火 꽃피우리라 끊어진 인연의 미련을 품에 안고 시렸던 시간을 나를 태워간다 화 화 花 화 花 불을 지펴라 꽃피우리라,댄스,2021.01.11,4.2,12699
2,24,사실 나는 (Feat.전건호),경서예지,"76,974",그땐 우리 둘 다 철없이 어리기만 했나 봐 태어나 처음 설레는 너를 만나서 세상에 부러울 거 하나 없이 좋았어 매일 너만 기다렸어 행복한 시간뿐이었어 너에게 받은 만큼 잘해주지 못해서 미안해 사실 나는 니가 보고 싶어 겉으로는 티 안 나게 사람들과 웃곤 해도 정말 많이 그리워 상처 줬던 말과 행동들 전부 미안해 후회돼 아직 니 생각뿐이야 그땐 나도 너무 어려서 사랑을 몰랐나 봐 태어나 처음 설레는 너를 만나서 세상에 부러울 거 하나 없이 좋았어 나도 너만 기다렸어 꿈같던 시간뿐이었어 너에게 사랑 주는 게 그렇게 좋았었어 사실 나도 많이 보고 싶어 겉으로는 티 안 나게 사람들과 어울려도 정말 니가 그리워 상처 줬던 말과 행동들 전부 미안해 후회돼 모두 되돌리고 싶어 더 잘해주고 아껴줬다면 내 곁에 있을까 헤어지기 전으로 돌아간다면 좀 더 노력하고 애쓸 텐데 이렇게 아플 걸 알면 절대 놓지 않을 텐데 정말 잘해줄 텐데 혹시 너도 그리웠다면 조금 니 맘도 내 맘과 같은 마음뿐이라면 당장 달려가 널 안고서 말하고 싶어 아직은 널 지우지 못한다고 널 보내기는 싫다고 후회하기는 싫다고 돌아와 줄래 나에겐 너뿐이라고 내겐,발라드,2020.04.12,1.6,5787
2,25,그날에 나는 맘이 편했을까,이예준,"55,835",늘 똑같은 일로 싸우다 지친 우리 끝날 때 됐나 봐 너답지 않던 모습 더는 지켜보기 힘들었어 다시 주워 담기 힘든 말들 쏟아내고 집에 돌아왔어 그날에 나는 맘이 편했을까 다신 안 보겠단 각오로 니가 못한 숙제 한 거잖아 나는 사랑이 필요해 이만큼 아프면 충분해 니가 핀 담배만큼 난 울었어 니가 가장 듣기 싫어했던 얘기들만 뱉어내고 왔어 그날에 나는 맘이 편했을까 다신 안 보겠단 각오로 니가 못한 숙제 한 거잖아 나는 사랑이 필요해 이만큼 아프면 충분해 니가 핀 담배만큼 난 울었어 상처받았다고 말하지 말아줘 나를 더욱더 사랑해줬더라면 아니 처음부터 만나지 말았다면 행복했을까 정말 널 미워해서 이랬을까 이렇게까지 해서라도 우릴 되돌리고 싶었는데 나를 떠나는 이유가 너는 필요했던 거니까 내가 그 이유를 만들어줄게 미안한 마음들 갖지 않도록,발라드,2020.12.03,2.3,3311
2,26,혼술하고 싶은 밤,벤,"45,214",위로받고 싶은 날 내겐 말해도 돼 위로받고 싶은 날 내겐 기대도 돼 비에 섞인 음악 소리에 혼자 젖은 새벽 감성에 때론 너무 지치고 때론 너무 지쳐서 가끔 아주 가끔 혼술하고 싶은 밤 전화해 혼자 있고 싶은 밤 전화해 참았던 눈물에 울컥해도 괜찮아 가끔 아주 가끔 혼술하고 싶은 밤 전화해 잠이 오지 않는 이 밤에 한 번쯤 소리 내 울컥해도 괜찮아 가끔 아주 가끔 웃고 싶지 않은 날 그냥 그래도 돼 도망치고 싶은 날 그래 떠나도 돼 비에 섞인 눈물 소리에 젖어 드는 슬픈 감정에 때론 너무 지치고 때론 너무 지쳐서 가끔 아주 가끔 혼술하고 싶은 밤 전화해 혼자 있고 싶은 밤 전화해 참았던 눈물에 울컥해도 괜찮아 가끔 아주 가끔 혼술하고 싶은 밤 전화해 잠이 오지 않는 이 밤에 한 번쯤 소리 내 울컥해도 괜찮아 가끔 아주 가끔 전부 이해할 수 없지만 내게 말해 참았던 눈물이 왈칵 쏟아질까 봐 미치게 답답해 울컥하는 마음에 가끔 기대도 돼 내게 혼술하고 싶은 밤 외로워 혼자라는 생각에 서러워 말없이 눈물로 소리쳐도 괜찮아 그래 울어도 돼 혼술하고 싶은 밤 외로워 잠이 오지 않는 이 밤에 한 번쯤 소리 내 울컥해도 괜찮아 가끔 아주 가끔,발라드,2020.12.02,2.1,5279
2,27,METEOR,창모 (CHANGMO),"265,241",Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha Yeah ha 모두 그에게 말해 또 왔네 새꺄 whut 죽지 않고 왔다 이렇게 새꺄 뭐 Snacky chan의 라인을 빌릴래 했어 예수처럼 이렇게 부활을 031 팔 안쪽의 tatt freaky woah 어젠 시장님이 만나쟤 motown 어수룩해 엄마 속에 걱정 한 톤만큼 쌓고 스물한살에 독립했던 얘는 여섯이 되었고 발견했지 우연히 5년 전의 노트 정말 스타 되고 싶어 그럴려면 가서 만나면 돼 악마 노트를 덮고 거울에 비춰진 남자를 보니 와 저 손목이 너무 부러워 저 금 daydate rollie 넘을걸 천백은 더 전국 사람들이 외치네 저 괴물체는 뭘까 Meteor 거대 Meteor 난 네게 처박힐 Meteor야 별빛이 내려오지 마구 내려오지 경고 경고 그래도 처박힐 Meteor야 motown의 1번 노랠 기억해 니들 뭐였지 뭐였나 음 음 i’m the man in the mirror 그러니 light me up 1절의 그 별이 2절의 그 별이 그래 모두 나였지 실화가 된 동화이지 힘들 때면 홀로 쓴 노래를 불러 환상들을 보던 성냥팔이 소년이였던 나날들이 365 24 730 24에 7 1095 아 그만 세자 1400이 되니 oh 그 애랑도 하고 돔페리뇽이 만든 숙취 땜에 넋을 놓은 나를 향해 몇천 명이 와 해 본 적은 없지만 때론 어떤 존재가 내 인생을 왔다 간 듯해 그냥 그런 느낌이 들지 상관없어 환상이던 현실이던지 hands up high 전국 사람들이 외치네 저 괴물체는 뭘까 Meteor 거대 Meteor 난 네게 처박힐 Meteor야 별빛이 내려오지 마구 내려오지 경고 경고 그래도 처박힐 Meteor야 영 영 영원히 약속해 영원하기로 어둠 가득한 저 뒤로 돌려보내지 말아요 제발 제발 영 영 영원히 난 영원할 거라 믿어 흥분으로 가득차 이 도시에 나 외칠 꺼야 드디어 내가 여 왔다,랩/힙합,2019.11.29,3.9,37270
2,28,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,"371,006",네가 없이 웃을 수 있을까 생각만 해도 눈물이나 힘든 시간 날 지켜준 사람 이제는 내가 그댈 지킬 테니 너의 품은 항상 따뜻했어 고단했던 나의 하루에 유일한 휴식처 나는 너 하나로 충분해 긴 말 안 해도 눈빛으로 다 아니깐 한 송이의 꽃이 피고 지는 모든 날 모든 순간 함께해 햇살처럼 빛나고 있었지 나를 보는 네 눈빛은 꿈이라고 해도 좋을 만큼 그 모든 순간은 눈부셨다 불안했던 나의 고된 삶에 한줄기 빛처럼 다가와 날 웃게 해준 너 나는 너 하나로 충분해 긴 말 안 해도 눈빛으로 다 아니깐 한 송이의 꽃이 피고 지는 모든 날 모든 순간 함께해 알 수 없는 미래지만 네 품속에 있는 지금 순간 순간이 영원 했으면 해 갈게 바람이 좋은 날에 햇살 눈부신 어떤 날에 너에게로 처음 내게 왔던 그날처럼 모든 날 모든 순간 함께해,"발라드, 국내드라마",2018.03.20,3.9,9375
2,29,어떻게 지내 (Prod. By VAN.C),오반 (OVAN),"161,903",어떻게 지내 식상한 말이 내 가사가 될 줄 몰랐어 얼마 안됐네 지나온 날이 다 알아도 그립더라고 i still need you i need you i still need you i need you 시간이 필요했어 우린 정말 사랑했지만 가살 쓰는 법도 잊어버리게 됐지 난 넌 헤어지면 우리 노랠 제발 내지 말아 달라 했지만 못 들어줘 미안 나는 하루 종일 누워 있었어 불면이 심해져서 안 피곤한 날이 없어 가끔은 문 밖에서 누가 문을 두드려 그건 환상인데도 나는 두려워 다시 눈 뜨면 니가 있을까 그럼 무서운 표정을 지을까 아니면 어떤 대화를 나누고 싶어질 수도 있어 그때처럼 대체 왜 보고싶지 남겨진 상처 대신 남은 건 혼자 돼버린 역시 너와 나겠지 난 아직 낯설기만 해 넌 어때 더 지독해 지기 전에 잊어볼게 어떻게 지내 식상한 말이 내 가사가 될 줄 몰랐어 얼마 안됐네 지나온 날이 다 알아도 그립더라고 i still need you i need you i still need you i need you 월요일에 병원을 예약했어 너 없이 사는게 힘들었나봐 하루도 빼지 않고 사람을 만나 너도 알겠지만 오봉이도 데려 왔어 너무 그리워하지 않더라 예범이는 난 약을 먹었지만 아닐거야 별일은 자전거를 타고 어디론가 가려하면 다 너와 간 곳 뿐인게 좀 그럴 뿐야 여기저기에 핑계를 대 불면증 습관이 돼 너가 아닌 사람에게 널 원하고 흉터가 된 상처는 더 이상 아프지가 않잖아 그래서 널 그리나봐 이젠 눈물이 나와 널 다치게 하지 않을 순 없었을까 만약 나 때문이었다면 다 나 때문이면 어떻게 지내 식상한 말이 내 가사가 될 줄 몰랐어 얼마 안됐네 지나온 날이 다 알아도 그립더라고 i still need you i need you i still need you i need you 널 이렇게 망가지게 한 게 나인 건 아닐까 내가 이렇게 망가지다니 대체 왜 병원에 다닐까 널 이렇게 망가지게 한 게 나인 건 아닐까 내가 이렇게 망가지다니 대체 왜 병원에 다닐까,"랩/힙합, 인디음악",2020.03.05,1.3,26157
2,30,늦은 밤 너의 집 앞 골목길에서,노을,"182,978",오래되었어 그때 너의 웃음 너의 목소리 잊혀진거 같아 시간의 위로 그 말의 의미를 이젠 알아 아픈 니 얘기도 적당히 할 수 있어 그런데 이게 뭐랄까 난 난 술 한잔하면서 괜찮은 듯 얘기하며 널 털어냈는데 집으로 돌아오면서 한 번 더 떠오른 기억에 걸음을 멈춰 서서 이렇게 울고 있어 자연스럽게 발걸음을 돌려 나 바래다주던 익숙한 길을 가 밤이 깊어져서 아무것도 보이지 않아도 손을 흔들면서 인사하던 널 봤어 그런데 이게 뭐랄까 난 난 술 한잔하면서 괜찮은 듯 얘기하며 널 털어냈는데 집으로 돌아오면서 한 번 더 떠오른 기억에 걸음을 멈춰 서서 이렇게 울고 있어 아무도 없어서 참 다행이야 나 이렇게 편안히 너를 부를 수 있는 걸 외로운 위로겠지만 그래서 이젠 뭘 할까 난 난 널 생각했어도 괜찮은 듯 얘기하며 다 지워냈는데 집으로 돌아오면서 한 번 더 떠오른 추억에 걸음을 멈춰 서서 또다시 울고 있어,발라드,2019.11.07,2.5,19463
2,31,How You Like That,BLACKPINK,"180,561","보란 듯이 무너졌어 바닥을 뚫고 저 지하까지 옷 끝자락 잡겠다고 저 높이 두 손을 뻗어봐도  다시 캄캄한 이곳에 light up the sky 네 두 눈을 보며 I’ll kiss you goodbye 실컷 비웃어라 꼴좋으니까 이제 너희 하나 둘 셋  Ha how you like that? You gon’ like that that that that that How you like that? How you like that that that that that  Now look at you now look at me Look at you now look at me Look at you now look at me  How you like that  Now look at you now look at me Look at you now look at me Look at you now look at me  How you like that  Your girl need it all and that’s a hundred 백 개 중에 백 내 몫을 원해 Karma come and get some 딱하지만 어쩔 수 없잖아 What’s up, I’m right back 방아쇠를 cock back Plain Jane get hijacked Don’t like me? Then tell me how you like that  더 캄캄한 이곳에 shine like the stars 그 미소를 띠며 I’ll kiss you goodbye  실컷 비웃어라 꼴좋으니까 이제 너희 하나 둘 셋  Ha how you like that? You gon’ like that that that that that How you like that? How you like that that that that that  Now look at you now look at me Look at you now look at me Look at you now look at me  How you like that  Now look at you now look at me Look at you now look at me Look at you now look at me  How you like that  날개 잃은 채로 추락했던 날 어두운 나날 속에 갇혀 있던 날 그때쯤에 넌 날 끝내야 했어 Look up in the sky it’s a bird it’s a plane  Bring out your boss bish  BLACKPINK!  How you like that You gon’ like that How you like that",댄스,2020.06.26,3.7,29170
2,32,When We Disco (Duet with 선미),박진영,"78,989","마법 같았지 When we disco when we disco 그래서 잊지를 못해 아직도 너무 그리워 When we disco when we disco 너도 기억하고 있는지 지금도  너 빼고 나머진 다 Blur 너만 보였지 (When we d.i.s.c.o.) 빨려 들어갔어 Rapture 밤이 새도 몰랐지 넌 지금 어디에 있는지 날 가끔 생각은 하는지 아름다웠던 그 시절의 우릴 Do you remember baby  마법 같았지 When we disco when we disco 그래서 잊지를 못해 아직도 너무 그리워 When we disco when we disco 너도 기억하고 있는지 지금도  춤을 추는 우리를 다 바라보았지 (When we d.i.s.c.o.) 움직임 하나하나가 전율을 일으켰지 넌 그걸 잊을 수 있는지 나처럼 잊지 못하는지 아름다웠던 그 시절의 우릴 Do you remember baby  마법 같았지 When we disco when we disco 그래서 잊지를 못해 아직도 너무 그리워 When we disco when we disco 너도 기억하고 있는지 지금도  찌른 건 하늘이 아니라 서로의 마음이었었지 기억하니 Do you remember 흔든 건 골반이 아니라 서로의 인생이었었지 Do you, do you remember baby  마법 같았지 When we disco when we disco 그래서 잊지를 못해 아직도 너무 그리워 When we disco when we disco 너도 기억하고 있는지 지금도",댄스,2020.08.12,3.9,7160
2,33,Dolphin,오마이걸 (OH MY GIRL),"186,248",oh my god 타이밍이 참 얄미워 오늘 같은 날 마주쳐 이게 뭐야 머리는 엉망인 데다 상태가 말이 아니야 모른 척 지나가 줘 내 맘이 방심할 때마다 불쑥 나타난 뒤 헤엄치듯 멀어지는 너 또 물보라를 일으켜 da da da da da da da da da da da da da da 또 물보라를 일으켜 da da da da da da da da da da da da da da 또 물보라를 일으켜 어쩐지 오늘 알람이 안 울려 아무거나 막 입었고 지각이야 아래로 몸을 낮추고 숨을 꾹 참아봤지만 아이쿠 들켰나 봐 내 맘이 방심할 때마다 불쑥 나타난 뒤 헤엄치듯 멀어지는 너 또 물보라를 일으켜 da da da da da da da da da da da da da da 또 물보라를 일으켜 da da da da da da da da da da da da da da 또 물보라를 일으켜 이 파도 위 난 온종일 서핑을 하는 느낌 아찔한 feeling 난 솔직히 푹 빠졌지 하지만 이건 secret 또 물보라를 일으켜 갑자기 웃으며 얼굴을 불쑥 다가온 뒤 원을 갈라 하트를 그려 또 물보라를 일으켜 da da da da da da da da da da da da da da 또 물보라를 일으켜 da da da da da da da da da da da da da da 또 물보라를 일으켜 da da da da da da da da da da da da da da 또 물보라를 일으켜 da da da da da da da da da da da da da da 또 물보라를 일으켜,댄스,2020.04.27,4.0,29390
2,34,아로하,조정석,"221,088",어두운 불빛아래 촛불 하나 와인 잔에 담긴 약속하나 항상 너의 곁에서 널 지켜줄거야 날 믿어준 너였잖아 나 바라는 건 오직 하나 영원한 행복을 꿈꾸지만 화려하지 않아도 꿈같진 않아도 너만 있어주면 돼 걱정 마 I believe 언제나 I believe 이 순간을 잊지 않을게 내 품에 I believe 안긴 너의 미소가 영원히 빛을 잃어 가지 않게 Cause your love is so sweet You are my everything 첫날 밤에 단 꿈에 젖어 하는 말이 아냐 난 변하지 않아 오직 너만 바라볼거야 oh You’re light of my life You are the one in my life 내 모든걸 다 잃는대도 후회하지 않아 오직 너를 위한 변하지 않는 사랑으로 나 바라는 건 오직 하나 영원한 행복을 꿈꾸지만 화려하지 않아도 꿈같진 않아도 너만 있어주면 돼 약속해 I believe 힘들 땐 I believe 너의 그늘이 되어줄게 내품에 I believe 안긴 너의 미소가 영원히 빛을 잃어 가지 않게 Cause your love is so sweet You are my everything 첫날 밤에 단 꿈에 젖어 하는 말이 아냐 난 변하지 않아 오직 너만 바라볼거야 oh You’re light of my life You are the one in my life 내 모든걸 다 잃는대도 후회하지 않아 오직 너를 위한 변하지 않는 사랑으로 You’re light of my life You are the one in my life 내 모든걸 다 잃는대도 후회하지 않아 오직 너를 위한 변하지 않는 사랑으로 All I ever want is your love,"발라드, 국내드라마",2020.03.27,3.9,14855
